L0,Page Type,Template Type,Value,Key (READ-ONLY)
,,,[[category]] สำหรับ [[gender]],plp.home-living.default_gender_category_h1
,,,[[category]][[brand]],plp.home-living.default_brand_category_heading
,,,[[category]] [[brand]] ออนไลน์,plp.home-living.default_brand_category_h1
,,,[[brand]],plp.home-living.default_brand_heading
,,,ช้อปปิ้งออนไลน์ [[brand]],plp.home-living.default_brand_h1
,,,[[brand]]สำหรับ[[gender]],plp.home-living.default_brand_gender_heading
,,,[[brand]] [[gender]] ออนไลน์,plp.home-living.default_brand_gender_h1
,,,[[category]][[brand]]สำหรับ[[gender]],plp.home-living.default_brand_gender_category_heading
,,,[[category]] [[brand]] สำหรับ [[gender]],plp.home-living.default_brand_gender_category_h1
,,,%1$s,plp.home-living.default_search_og_title
,,,%1$s ที่ iPrice %2$s,plp.home-living.default_search_title
,,,"ค้นหา, เปรียบเทียบ & ซื้อ %1$s กับราคาพิเศษทางออนไลน์. ค้นพบสินค้าใหม่ๆที่ %1$s พร้อมโปรโมชั่น., ✓สินค้าคัดสรร ✓ร้านค้าที่ไว้ใจ ✓ข้อเสนอที่ดีที่สุด",plp.home-living.default_search_meta
,,,ซื้อ %1$s ออนไลน์ได้ที่ iPrice %2$s,plp.home-living.default_search_heading
,,,%1$s,plp.home-living.default_blog_og_title
,,,[[heading]] | iPrice [[country]],plp.home-living.default_blog_title
,,,%1$s,plp.home-living.default_blog_meta
,,,%1$s,plp.home-living.default_blog_heading
,,,[[category]][[color]]|ราคาที่ถูกที่สุดจากร้านค้าออนไลน์ใน[[country]] | iPrice,plp.home-living.default_category_color_title
,,,ซื้อ[[category]][[color]]ลดกระหน่ำและโปรโมชั่นอื่นๆ★ ค้นหาข้อเสนอที่ดีที่สุด★ แสดงสินค้าทั้งหมดที่มีอยู่,plp.home-living.default_category_color_meta
,,,[[category]] [[color]],plp.home-living.default_category_color_heading
,,,[[heading]],plp.home-living.default_category_color_h1
,,,ผลิตภัณฑ์[[color]]สำหรับ[[gender]]|จากร้านค้าออนไลน์ที่ถูกที่สุดใน[[country]]| iPrice,plp.home-living.default_gender_color_title
,,,ซื้อสินค้า[[color]]สำหรับ[[gender]]ในราคาที่ถูกที่สุดและโปรโมชั่นอื่นๆ★ ค้นหาข้อเสนอที่ดีที่สุด★แสดงสินค้าทั้งหมดที่มีอยู่,plp.home-living.default_gender_color_meta
,,,ผลิตภัณฑ์[[color]]สำหรับ[[gender]],plp.home-living.default_gender_color_heading
,,,[[heading]],plp.home-living.default_gender_color_h1
,,,ผลิตภัณฑ์จาก[[brand]][[color]]|ราคาออนไลน์ที่ถูกที่สุดใน[[country]]| iPrice,plp.home-living.default_brand_color_title
,,,ซื้อผลิตภัณฑ์จาก[[brand]][[color]]ในราคาที่ถูกที่สุดและโปรโมชั่นอื่นๆ★ค้นหาข้อเสนอที่ดีที่สุด★ แสดงสินค้าทั้งหมดที่มีอยู่,plp.home-living.default_brand_color_meta
,,,[[brand]][[color]],plp.home-living.default_brand_color_heading
,,,[[heading]],plp.home-living.default_brand_color_h1
,,,ผลิตภัณฑ์จาก[[brand]][[color]]สำหรับ[[gender]]|ราคาที่ออนไลน์ที่ถูกที่สุดใน[[country]]| iPrice,plp.home-living.default_brand_gender_color_title
,,,ซื้อผลิตภัณฑ์จาก[[brand]][[color]]สำหรับ[[gender]]ในราคาที่ถูกที่สุดและโปรโมชั่นอื่นๆ★ค้นหาข้อเสนอที่ดีที่สุด★แสดงสินค้าทั้งหมดที่มีอยู่,plp.home-living.default_brand_gender_color_meta
,,,ผลิตภัณฑ์จาก[[brand]][[color]]สำหรับ[[gender]],plp.home-living.default_brand_gender_color_heading
,,,[[heading]],plp.home-living.default_brand_gender_color_h1
,,,[[category]][[color]]สำหรับ[[gender]]|กับราคาออนไลน์ที่ถูกที่สุดใน[[country]] | iPrice,plp.home-living.default_gender_category_color_title
,,,ซื้อ[[category]][[color]]ใหม่ล่าสุดสำหรับ[[gender]]ในราคาออนไลน์ที่ถูกที่สุดและโปรโมชั่นอื่นๆ★ ค้นหาข้อเสนอที่ดีที่สุด★แสดงสินค้าทั้งหมดที่มีอยู่,plp.home-living.default_gender_category_color_meta
,,,[[category]][[color]]สำหรับ[[gender]],plp.home-living.default_gender_category_color_heading
,,,[[heading]],plp.home-living.default_gender_category_color_h1
,,,[[category]][[brand]][[color]]| ราคาออนไลน์ที่ถูกที่สุดใน[[country]] | iPrice,plp.home-living.default_brand_category_color_title
,,,ซื้อ[[category]][[brand]][[color]]ในราคาออนไลน์ที่ถูกที่สุดและโปรโมชั่นอื่นๆ★ ค้นหาข้อเสนอที่ดีที่สุด★แสดงสินค้าทั้งหมดที่มีอยู่,plp.home-living.default_brand_category_color_meta
,,,[[category]][[brand]][[color]],plp.home-living.default_brand_category_color_heading
,,,[[heading]],plp.home-living.default_brand_category_color_h1
,,,[[category]][[brand]][[color]]สำหรับ[[gender]]|ราคาออนไลน์ที่ถูกที่สุดใน[[country]]| iPrice,plp.home-living.default_brand_gender_category_color_title
,,,ซื้อ[[category]][[brand]] [[color]]สำหรับ[[gender]]ในราคาที่ถูกที่สุดและโปรโมชั่นอื่นๆ★ค้นหาข้อเสนอที่ดีที่สุด★แสดงสินค้าทั้งหมดที่มีอยู่,plp.home-living.default_brand_gender_category_color_meta
,,, [[category]][[brand]][[color]]สำหรับ[[gender]],plp.home-living.default_brand_gender_category_color_heading
,,,[[heading]],plp.home-living.default_brand_gender_category_color_h1
,,,[[brand]] [[series]] ออนไลน์ ราคาถูก จัดเต็มจาก [[brand]] ประเทศไทย,plp.home-living.default_brand_series_title
,,,ซื้อ [[brand]] [[series]] ราคาถูก  พร้อมส่วนลดเยอะกว่าใครถึง [[discount]] % ✅  [[brand]] ประเทศไทย,plp.home-living.default_brand_series_meta
,,,[[brand]][[series]],plp.home-living.default_brand_series_heading
,,,[[brand]] [[series]] ออนไลน์,plp.home-living.default_brand_series_h1
,,,[[brand]][[series]][[model]]|ราคาออนไลน์ที่ถูกที่สุดใน[[country]]| iPrice,plp.home-living.default_brand_series_model_title
,,,ซื้อผลิตภัณฑ์[[brand]][[series]][[model]]ใหม่ล่าสุดในราคาที่ถูกที่สุดและโปรโมชั่นอื่นๆ★ ค้นหาข้อเสนอทั้งหมด★ แสดงสินค้าทั้งหมดที่มีอยู่,plp.home-living.default_brand_series_model_meta
,,,[[brand]][[series]][[model]],plp.home-living.default_brand_series_model_heading
,,,[[heading]],plp.home-living.default_brand_series_model_h1
,,,[[brand]][[series]][[color]]|ราคาออนไลน์ที่ถูกที่สุดใน[[country]]| iPrice,plp.home-living.default_brand_color_series_title
,,,ซื้อผลิตภัณฑ์จาก[[brand]][[series]][[color]]ในราคาที่ถูกที่สุดและโปรโมชั่นอื่นๆ★ ค้นหาข้อเสนอที่ดีที่สุด★แสดงสินค้าทั้งหมดที่มีอยู่,plp.home-living.default_brand_color_series_meta
,,,[[brand]][[series]][[color]],plp.home-living.default_brand_color_series_heading
